Name of Department,Module ID,Name of Module,Name of Type,Activity ID,Name,Day,Start Time,End Time,Whole-Class/Subgroup,Size,Real Size,Duration,Weeks,Number of weeks,Room,Building,Campus
Edinburgh Medical School,MBCH10020_SS1_YR,Year 4 - Process of Care 1,*Tutorial,#SPLUS922540,"Y4PoC1 - Psychiatry Tutorial 2 - Mental State Examination: Appearance, Behaviour, Speech and Mood (starts 15:30- Collaborate Psychiatry room 2)/A1NCT2b",Mon,15:30,16:30,,9,9,2,Sem1 wk11,1,0,0,0
Edinburgh Medical School,MBCH10020_SS1_YR,Year 4 - Process of Care 1,*Tutorial - Online Live,#SPLUS922587,Y4PoC1 - Psychiatry Tutorial 3 - Mental State Examination: Thought and Perception (starts 14:00)/C2NCT1a,Tue,14:00,15:00,,9,8,2,Sem1 wk1,1,0,0,0
Edinburgh Medical School,MBCH10020_SS1_YR,Year 4 - Process of Care 1,*Tutorial - Online Live,#SPLUS922589,Y4PoC1 - Psychiatry Tutorial 3 - Mental State Examination: Thought and Perception (starts 14:00)/C2NCT1b,Tue,14:00,15:00,,9,9,2,Sem1 wk1,1,0,0,0
Edinburgh Medical School,MBCH10020_SS1_YR,Year 4 - Process of Care 1,*Tutorial - Online Live,#SPLUS92258B,Y4PoC1 - Psychiatry Tutorial 3 - Mental State Examination: Thought and Perception (starts 14:00)/C2NCT1c,Tue,14:00,15:00,,9,6,2,Sem1 wk1,1,0,0,0
Edinburgh Medical School,MBCH10020_SS1_YR,Year 4 - Process of Care 1,*Tutorial - Online Live,#SPLUS92258D,Y4PoC1 - Psychiatry Tutorial 3 - Mental State Examination: Thought and Perception (starts 14:00)/C1NCT1a,Mon,14:00,15:00,,9,8,2,Sem1 wk2,1,0,0,0
Edinburgh Medical School,MBCH10020_SS1_YR,Year 4 - Process of Care 1,*Tutorial - Online Live,#SPLUS92258F,Y4PoC1 - Psychiatry Tutorial 3 - Mental State Examination: Thought and Perception (starts 14:00)/C1NCT1c,Mon,14:00,15:00,,9,9,2,Sem1 wk2,1,0,0,0
Edinburgh Medical School,MBCH10020_SS1_YR,Year 4 - Process of Care 1,*Tutorial - Online Live,#SPLUS922591,Y4PoC1 - Psychiatry Tutorial 3 - Mental State Examination: Thought and Perception (starts 14:00)/C1NCT1b,Mon,14:00,15:00,,9,9,2,Sem1 wk2,1,0,0,0
"School of Literatures, Languages and Cultures",,,*Tutorial,#SPLUS240CAB,"Foundation Korean Language 1 (S1), Korean Language Beginner 1 - Class 1/01",Wed,9:00,11:00,,30,30,4,Sem1 wk1-Sem1 wk11,11,40GS_LG.08,40 George Square Lower Teaching Hub,*George Square/Buccleuch
"School of Literatures, Languages and Cultures",,,*Tutorial,#SPLUS240CB5,"Foundation Korean Language 1 (S1), Korean Language Beginner 1 - Class 1/02",Mon,16:00,18:00,,30,28,4,Sem1 wk1-Sem1 wk11,11,LLTC_4.1,Lister Learning and Teaching Centre,*Central
"School of Philosophy, Psychology and Language Sciences",LASC08017_SV1_SEM1,LEL2A: Linguistic Theory and the Structure of English,*Workshop,#SPLUS7CD53E 001,LEL2A - Tutorial/10 <10-13>,Mon,14:00,15:00,,12,10,2,Sem1 wk2-Sem1 wk5,4,DSB_1.01,Dugald Stewart Building,*Central
"School of Philosophy, Psychology and Language Sciences",LASC08017_SV1_SEM1,LEL2A: Linguistic Theory and the Structure of English,*Workshop,#SPLUS7CD53E 002,LEL2A - Tutorial/10 <14-19>,Mon,14:00,15:00,,12,10,2,Sem1 wk6-Sem1 wk11,6,40GS_11.01,40 George Square,*George Square/Buccleuch
Royal (Dick) School of Veterinary Studies,BVMS10028_SS1_YR,INTEGRATED CLINICAL COURSE: FARM ANIMAL,*Lecture,#SPLUSB8E73C,Y4 FA - AV01 Poultry Diseases: Commercial Flock Health Principals & Post Mortem (with M. Balfour),Mon,11:00,12:00,WC,160,143,2,Sem1 wk10,1,VS_G.66 - Lecture Theatre 2,Vet School,*Easter Bush
Royal (Dick) School of Veterinary Studies,BVMS10028_SS1_YR,INTEGRATED CLINICAL COURSE: FARM ANIMAL,*Lecture,#SPLUSB8E73E,Y4 FA - AV02 Poultry: Diseases of Commercial Layers I (with M. Balfour),Mon,12:00,13:00,WC,160,143,2,Sem1 wk10,1,VS_G.66 - Lecture Theatre 2,Vet School,*Easter Bush
Royal (Dick) School of Veterinary Studies,BVMS10028_SS1_YR,INTEGRATED CLINICAL COURSE: FARM ANIMAL,*Lecture,#SPLUSB8E740,Y4 FA - AV03 Poultry: Diseases of Commercial Layers II & Other Poultry Species (with M. Balfour),Mon,14:00,15:00,WC,160,143,2,Sem1 wk10,1,VS_G.66 - Lecture Theatre 2,Vet School,*Easter Bush
Royal (Dick) School of Veterinary Studies,BVMS10028_SS1_YR,INTEGRATED CLINICAL COURSE: FARM ANIMAL,*Lecture,#SPLUSB8E742,Y4 FA - AV04 Poultry: Diseases of Broilers I (with M. Balfour),Tue,14:00,15:00,WC,160,143,2,Sem1 wk10,1,VS_G.66 - Lecture Theatre 2,Vet School,*Easter Bush
Royal (Dick) School of Veterinary Studies,BVMS10028_SS1_YR,INTEGRATED CLINICAL COURSE: FARM ANIMAL,*Lecture,#SPLUSB8E744,Y4 FA - AV05 Poultry: Diseases of Broilers II & Broiler Breeders (with M. Balfour),Tue,15:00,16:00,WC,160,143,2,Sem1 wk10,1,VS_G.66 - Lecture Theatre 2,Vet School,*Easter Bush
Royal (Dick) School of Veterinary Studies,BVMS10028_SS1_YR,INTEGRATED CLINICAL COURSE: FARM ANIMAL,*Tutorial,#SPLUSB8E746,Y4 FA - AV06 Poultry: Interactive Case-Based Tutorial (with M. Balfour),Tue,16:00,17:00,WC,160,143,2,Sem1 wk10,1,VS_G.66 - Lecture Theatre 2,Vet School,*Easter Bush
School of Health in Social Science,NUST11092_SV1_SEM1,"Designing Research in Nursing, Health and Social Care",*Tutorial,#SPLUSFD80C4 002,"Designing Research in Nursing, Health and Social Care - Tutorial/03",Mon,16:00,17:00,,19,19,2,"Sem1 wk5, Sem1 wk11",2,CMB_Seminar Room 2,Chrystal MacMillan Building,*George Square/Buccleuch
Royal (Dick) School of Veterinary Studies,BVMS10028_SS1_YR,INTEGRATED CLINICAL COURSE: FARM ANIMAL,*Lecture,#SPLUSB8E74A,Y4 FA - C11 Housing Requirements & Assessment with Jamie Robertson,Mon,10:00,11:00,WC,160,143,2,Sem1 wk2,1,Roslin G-022 (Auditorium),Roslin Institute,*Easter Bush
Royal (Dick) School of Veterinary Studies,BVMS10028_SS1_YR,INTEGRATED CLINICAL COURSE: FARM ANIMAL,*Tutorial,#SPLUSB8E74C,Y4 FA - CC08 Clinical Case Presentation 8 with Lysan Eppink,Fri,10:00,11:00,WC,160,143,2,Sem1 wk9,1,Roslin G-022 (Auditorium),Roslin Institute,*Easter Bush
Royal (Dick) School of Veterinary Studies,BVMS10028_SS1_YR,INTEGRATED CLINICAL COURSE: FARM ANIMAL,*Lecture,#SPLUSB8E74E,Y4 FA - EV03 Animal Welfare Legislation & Codes (with APHA),Fri,10:00,11:00,WC,160,143,2,Sem1 wk11,1,VS_G.66 - Lecture Theatre 2,Vet School,*Easter Bush
Royal (Dick) School of Veterinary Studies,BVMS10028_SS1_YR,INTEGRATED CLINICAL COURSE: FARM ANIMAL,*Lecture,#SPLUSB8E750,Y4 FA - EV04 Animal Welfare Legislation & Codes (with APHA),Fri,11:00,12:00,WC,160,143,2,Sem1 wk11,1,VS_G.66 - Lecture Theatre 2,Vet School,*Easter Bush
Royal (Dick) School of Veterinary Studies,BVMS10028_SS1_YR,INTEGRATED CLINICAL COURSE: FARM ANIMAL,*Lecture,#SPLUSB8E752,Y4 FA - FS01 The Veterinary Approach to Farmed Fish with Ronnie Soutar,Wed,9:00,10:00,WC,160,143,2,Sem1 wk10,1,VS_G.66 - Lecture Theatre 2,Vet School,*Easter Bush
Royal (Dick) School of Veterinary Studies,BVMS10028_SS1_YR,INTEGRATED CLINICAL COURSE: FARM ANIMAL,*Lecture,#SPLUSB8E754,Y4 FA - FS02 Traumatic & Infectious Diseases of Farmed Fish with Ronnie Soutar,Wed,10:00,11:00,WC,160,143,2,Sem1 wk10,1,VS_G.66 - Lecture Theatre 2,Vet School,*Easter Bush
Royal (Dick) School of Veterinary Studies,BVMS10028_SS1_YR,INTEGRATED CLINICAL COURSE: FARM ANIMAL,*Lecture,#SPLUSB8E757,Y4 FA - FS03 Parasitic Diseases of Farmed Fish with Ronnie Soutar,Wed,12:00,13:00,WC,160,143,2,Sem1 wk10,1,VS_G.66 - Lecture Theatre 2,Vet School,*Easter Bush
Royal (Dick) School of Veterinary Studies,BVMS10028_SS1_YR,INTEGRATED CLINICAL COURSE: FARM ANIMAL,*Lecture,#SPLUSB8E75B,Y4 FA - PG01 Vet Visit 1 with Lysan Eppink,Mon,11:00,12:00,WC,160,143,2,Sem1 wk9,1,VS_G.66 - Lecture Theatre 2,Vet School,*Easter Bush
Royal (Dick) School of Veterinary Studies,BVMS10028_SS1_YR,INTEGRATED CLINICAL COURSE: FARM ANIMAL,*Lecture,#SPLUSB8E760,Y4 FA - PG02 Vet Visit 2 with Lysan Eppink,Mon,12:00,13:00,WC,160,143,2,Sem1 wk9,1,VS_G.66 - Lecture Theatre 2,Vet School,*Easter Bush
Royal (Dick) School of Veterinary Studies,BVMS10028_SS1_YR,INTEGRATED CLINICAL COURSE: FARM ANIMAL,*Lecture,#SPLUSB8E764,Y4 FA - PG03 Enteric Problems 1 with Lysan Eppink,Mon,14:00,15:00,WC,160,143,2,Sem1 wk9,1,VS_G.66 - Lecture Theatre 2,Vet School,*Easter Bush
Royal (Dick) School of Veterinary Studies,BVMS10028_SS1_YR,INTEGRATED CLINICAL COURSE: FARM ANIMAL,*Lecture,#SPLUSB8E766,Y4 FA - PG04 Enteric Problems 2 with Lysan Eppink,Mon,15:00,16:00,WC,160,143,2,Sem1 wk9,1,VS_G.66 - Lecture Theatre 2,Vet School,*Easter Bush
Royal (Dick) School of Veterinary Studies,BVMS10028_SS1_YR,INTEGRATED CLINICAL COURSE: FARM ANIMAL,*Lecture,#SPLUSB8E769,Y4 FA - PG05 Porcine Respiratory Disease Complex (PRDC) 1 with Lysan Eppink,Tue,14:00,15:00,WC,160,143,2,Sem1 wk9,1,VS_G.66 - Lecture Theatre 2,Vet School,*Easter Bush
Royal (Dick) School of Veterinary Studies,BVMS10028_SS1_YR,INTEGRATED CLINICAL COURSE: FARM ANIMAL,*Lecture,#SPLUSB8E76B,Y4 FA - PG06 Porcine Respiratory Disease Complex (PRDC) 2 with Lysan Eppink,Tue,15:00,16:00,WC,160,143,2,Sem1 wk9,1,VS_G.66 - Lecture Theatre 2,Vet School,*Easter Bush
Royal (Dick) School of Veterinary Studies,BVMS10028_SS1_YR,INTEGRATED CLINICAL COURSE: FARM ANIMAL,*Lecture,#SPLUSB8E76D,Y4 FA - PG07 Reproduction 1 with Lysan Eppink,Tue,16:00,17:00,WC,160,143,2,Sem1 wk9,1,VS_G.66 - Lecture Theatre 2,Vet School,*Easter Bush
Royal (Dick) School of Veterinary Studies,BVMS10028_SS1_YR,INTEGRATED CLINICAL COURSE: FARM ANIMAL,*Lecture,#SPLUSB8E771,Y4 FA - PG08 Reproduction 2 with Lysan Eppink,Wed,9:00,10:00,WC,160,143,2,Sem1 wk9,1,VS_G.66 - Lecture Theatre 2,Vet School,*Easter Bush
Royal (Dick) School of Veterinary Studies,BVMS10028_SS1_YR,INTEGRATED CLINICAL COURSE: FARM ANIMAL,*Lecture,#SPLUSB8E773,"Y4 FA - PG09 Lameness, Systemic Problems, Skin Problems and Welfare with Lysan Eppink",Wed,10:00,11:00,WC,160,143,2,Sem1 wk9,1,VS_G.66 - Lecture Theatre 2,Vet School,*Easter Bush
Royal (Dick) School of Veterinary Studies,BVMS10028_SS1_YR,INTEGRATED CLINICAL COURSE: FARM ANIMAL,*Lecture,#SPLUSB8E777,Y4 FA - PG10 Ill-Thrift with Lysan Eppink,Wed,11:00,12:00,WC,160,143,2,Sem1 wk9,1,VS_G.66 - Lecture Theatre 2,Vet School,*Easter Bush
Royal (Dick) School of Veterinary Studies,BVMS10028_SS1_YR,INTEGRATED CLINICAL COURSE: FARM ANIMAL,*Lecture,#SPLUSB8E779,Y4 FA - PG11 Disease Control and Elimination of Pig Diseases 1 with Lysan Eppink,Fri,9:00,10:00,WC,160,143,2,Sem1 wk9,1,Roslin G-022 (Auditorium),Roslin Institute,*Easter Bush
Royal (Dick) School of Veterinary Studies,BVMS10028_SS1_YR,INTEGRATED CLINICAL COURSE: FARM ANIMAL,*Lecture,#SPLUSB8E77B,Y4 FA - PG12 Disease Control and Elimination of Pig Diseases 2 with Lysan Eppink,Fri,11:00,12:00,WC,160,143,2,Sem1 wk9,1,VS_G.66 - Lecture Theatre 2,Vet School,*Easter Bush
Royal (Dick) School of Veterinary Studies,BVMS10028_SS1_YR,INTEGRATED CLINICAL COURSE: FARM ANIMAL,*Meeting,#SPLUSB8E786,Y4 FA - SSLC for VPH & Farm Animals (Student Reps to Attend),Thu,13:00,14:00,WC,10,143,2,Sem1 wk7,1,"VS_1.46 - Tutorial Room *within library, quiet please*",Vet School,*Easter Bush
Royal (Dick) School of Veterinary Studies,BVMS10028_SS1_YR,INTEGRATED CLINICAL COURSE: FARM ANIMAL,*Lecture,#SPLUSB8E78A,Y4 FA - VM01 The Practitioner's Role in Scanning Surveillance & Health Schemes in the UK with Helen Carty,Thu,14:00,15:00,WC,160,143,2,Sem1 wk6,1,VS_G.66 - Lecture Theatre 2,Vet School,*Easter Bush
Royal (Dick) School of Veterinary Studies,BVMS10028_SS1_YR,INTEGRATED CLINICAL COURSE: FARM ANIMAL,*Lecture,#SPLUSB8E78C,Y4 FA - VM02 Introduction to State Veterinary Medicine and Disease Surveillance (with APHA),Fri,11:00,12:00,WC,160,143,2,Sem1 wk6,1,VS_G.66 - Lecture Theatre 2,Vet School,*Easter Bush
Royal (Dick) School of Veterinary Studies,BVMS10028_SS1_YR,INTEGRATED CLINICAL COURSE: FARM ANIMAL,*Lecture,#SPLUSB8E78E,Y4 FA - VM03 Transboundary Notifiable Animal Diseases 1,Fri,12:00,13:00,WC,160,143,2,Sem1 wk6,1,VS_G.66 - Lecture Theatre 2,Vet School,*Easter Bush
Royal (Dick) School of Veterinary Studies,BVMS10028_SS1_YR,INTEGRATED CLINICAL COURSE: FARM ANIMAL,*Lecture,#SPLUSB8E790,Y4 FA - VM04 Transboundary Notifiable Animal Diseases 2: Foot-and-mouth Disease (FMD) with Sam Mansley,Mon,12:00,13:00,WC,160,143,2,Sem1 wk7,1,VS_G.66 - Lecture Theatre 2,Vet School,*Easter Bush
Royal (Dick) School of Veterinary Studies,BVMS10028_SS1_YR,INTEGRATED CLINICAL COURSE: FARM ANIMAL,*Lecture,#SPLUSB8E793,Y4 FA - VM05 Transboundary Notifiable Animal Diseases 3,Wed,9:00,10:00,WC,160,143,2,Sem1 wk7,1,VS_G.66 - Lecture Theatre 2,Vet School,*Easter Bush
Royal (Dick) School of Veterinary Studies,BVMS10028_SS1_YR,INTEGRATED CLINICAL COURSE: FARM ANIMAL,*Lecture,#SPLUSB8E796,Y4 FA - VM06 Transboundary Notifiable Animal Diseases 4,Wed,10:00,11:00,WC,160,143,2,Sem1 wk8,1,VS_G.66 - Lecture Theatre 2,Vet School,*Easter Bush
Royal (Dick) School of Veterinary Studies,BVMS10028_SS1_YR,INTEGRATED CLINICAL COURSE: FARM ANIMAL,*Lecture,#SPLUSB8E798,Y4 FA - VM07 UK Endemic Notifiable Diseases 1,Wed,12:00,13:00,WC,160,143,2,Sem1 wk8,1,Roslin G-022 (Auditorium),Roslin Institute,*Easter Bush
Royal (Dick) School of Veterinary Studies,BVMS10028_SS1_YR,INTEGRATED CLINICAL COURSE: FARM ANIMAL,*Lecture,#SPLUSB8E79C,"Y4 FA - SH18 Clinical Helminthology: Significance, Diagnosis & Control of Nematodes in Ruminants",Thu,11:00,12:00,WC,160,143,2,Sem1 wk10,1,VS_G.66 - Lecture Theatre 2,Vet School,*Easter Bush
Royal (Dick) School of Veterinary Studies,BVMS10028_SS1_YR,INTEGRATED CLINICAL COURSE: FARM ANIMAL,*Practical,#SPLUSB8E7A3,Y4 FA - Housing Requirements & Assessment Practical with Jamie Robertson (Bus Leaving at 12:15)/A_F_H01-14,Mon,12:30,14:00,,60,50,3,Sem1 wk2,1,LFO_Langhill G.12,Langhill Farm Office,*Easter Bush
Royal (Dick) School of Veterinary Studies,BVMS10028_SS1_YR,INTEGRATED CLINICAL COURSE: FARM ANIMAL,*Practical,#SPLUSB8E7A5,Y4 FA - Housing Requirements & Assessment Practical with Jamie Robertson (Bus Leaving at 13:45)/B_E_G01-07_H15-24,Mon,14:00,15:30,,60,47,3,Sem1 wk2,1,LFO_Langhill G.12,Langhill Farm Office,*Easter Bush
Royal (Dick) School of Veterinary Studies,BVMS10028_SS1_YR,INTEGRATED CLINICAL COURSE: FARM ANIMAL,*Practical,#SPLUSB8E7A7,Y4 FA - Housing Requirements & Assessment Practical with Jamie Robertson (Bus Leaving at 15:15)/C_D_G08-24,Mon,15:30,17:00,,60,46,3,Sem1 wk2,1,LFO_Langhill G.12,Langhill Farm Office,*Easter Bush
Royal (Dick) School of Veterinary Studies,BVMS10028_SS1_YR,INTEGRATED CLINICAL COURSE: FARM ANIMAL,*Practical,#SPLUSB8E7AF,Y4 FA - Avian Diseases with M. Balfour - Practical/A_B09-21_C08-21_F15-21,Thu,9:30,11:00,,55,43,3,Sem1 wk10,1,VS_G.45 - Dissection Room,Vet School,*Easter Bush
Royal (Dick) School of Veterinary Studies,BVMS10028_SS1_YR,INTEGRATED CLINICAL COURSE: FARM ANIMAL,*Practical,#SPLUSB8E7B1,Y4 FA - Avian Diseases with M. Balfour - Practical/E_D_F01-14,Fri,9:30,11:00,,60,50,3,Sem1 wk10,1,VS_G.45 - Dissection Room,Vet School,*Easter Bush
Royal (Dick) School of Veterinary Studies,BVMS10028_SS1_YR,INTEGRATED CLINICAL COURSE: FARM ANIMAL,*Practical,#SPLUSB8E7B3,Y4 FA - Avian Diseases with M. Balfour - Practical/G_H_C01-07_B01-08,Fri,14:00,15:30,,58,50,3,Sem1 wk10,1,VS_G.45 - Dissection Room,Vet School,*Easter Bush
Deanery of Biomedical Sciences,MSBM09003_SS1_SEM1,"Health, Illness and Society 3",*Lecture,#SPLUSB8E7D5 003,"Health, Illness and Society 3 - Lecture <12, 14>",Wed,9:00,11:00,,45,34,4,"Sem1 wk4, Sem1 wk6",2,CMB_Seminar Room 1,Chrystal MacMillan Building,*George Square/Buccleuch
Deanery of Biomedical Sciences,MSBM09003_SS1_SEM1,"Health, Illness and Society 3",*Lecture,#SPLUSB8E7D5 001,"Health, Illness and Society 3 - Lecture <09-11, 15-18>",Wed,9:00,11:00,,45,34,4,"Sem1 wk1-Sem1 wk3, Sem1 wk7-Sem1 wk10",7,AT_2.14,Appleton Tower,*George Square/Buccleuch
Deanery of Biomedical Sciences,MSBM09003_SS1_SEM1,"Health, Illness and Society 3",*Lecture,#SPLUSB8E7D5 002,"Health, Illness and Society 3 - Lecture <13, 19>",Wed,9:00,11:00,,45,34,4,"Sem1 wk5, Sem1 wk11",2,OC_Usha Kasera Lecture Theatre,Old College,*Central
Deanery of Biomedical Sciences,BIME10020_SS1_SEM1,Hormones & Behaviour,*Seminar,#SPLUSB8E7DA,Hormones & Behaviour - Lecture,Fri,10:00,12:00,WC,25,17,4,"Sem1 wk3, Sem1 wk5",2,MST_Teaching Room 07 (1.434) - Doorway 3,"Medical School, Teviot",*Central
Deanery of Biomedical Sciences,BIME10020_SS1_SEM1,Hormones & Behaviour,*Seminar,#SPLUSB8E7DE,Hormones & Behaviour - Lecture,Fri,10:00,13:00,WC,25,17,6,"Sem1 wk1-Sem1 wk2, Sem1 wk4, Sem1 wk6-Sem1 wk10",8,MST_Teaching Room 07 (1.434) - Doorway 3,"Medical School, Teviot",*Central
Deanery of Biomedical Sciences,BIME10020_SS1_SEM1,Hormones & Behaviour,*Seminar,#SPLUSB8E7E3,Hormones & Behaviour - Lecture,Thu,10:00,13:00,WC,25,17,6,Sem1 wk1-Sem1 wk10,10,MST_Teaching Room 07 (1.434) - Doorway 3,"Medical School, Teviot",*Central
Deanery of Biomedical Sciences,BIME10020_SS1_SEM1,Hormones & Behaviour,Class Test,#SPLUSB8E7E6,Hormones & Behaviour - Student Individual Talks,Fri,10:00,13:00,WC,14,17,6,Sem1 wk6,1,MST_Teaching Room 05 (G.200) - Doorway 3,"Medical School, Teviot",*Central
Deanery of Biomedical Sciences,BIME10020_SS1_SEM1,Hormones & Behaviour,Class Test,#SPLUSB8E7EB,Hormones & Behaviour - Student Individual Talks,Thu,10:00,13:00,WC,14,17,6,Sem1 wk7,1,MST_Teaching Room 05 (G.200) - Doorway 3,"Medical School, Teviot",*Central
Deanery of Biomedical Sciences,MIBM10052_SS1_YR,Host-pathogen interactions in Infectious Disease,*Lecture,#SPLUSB8E7F3 002,Host-pathogen Interactions in Infectious Disease - Lecture,Wed,12:00,13:00,,40,32,2,Sem1 wk8,1,MST_Teaching Room 09 (1.416) - Doorway 3,"Medical School, Teviot",*Central
Deanery of Biomedical Sciences,MIBM10052_SS1_YR,Host-pathogen interactions in Infectious Disease,*Lecture,#SPLUSB8E7F3 001,Host-pathogen Interactions in Infectious Disease - Lecture,Wed,11:00,13:00,,40,32,4,"Sem1 wk4-Sem1 wk7, Sem1 wk9-Sem1 wk11",7,MST_Teaching Room 09 (1.416) - Doorway 3,"Medical School, Teviot",*Central
Deanery of Biomedical Sciences,MIBM10052_SS1_YR,Host-pathogen interactions in Infectious Disease,*Lecture,#SPLUSB8E7F3 003,Host-pathogen Interactions in Infectious Disease - Lecture,Wed,12:00,14:00,,40,32,4,Sem1 wk2,1,MST_Teaching Room 09 (1.416) - Doorway 3,"Medical School, Teviot",*Central
Deanery of Biomedical Sciences,MIBM10052_SS1_YR,Host-pathogen interactions in Infectious Disease,*Lecture,#SPLUSB8E7F7,Host-pathogen Interactions in Infectious Disease - Lecture,Wed,9:00,11:00,WC,40,32,4,Sem1 wk1,1,MST_Teaching Room 09 (1.416) - Doorway 3,"Medical School, Teviot",*Central
Deanery of Biomedical Sciences,BIME10036_SS1_SEM1,Inflammation and Tissue Repair,*Seminar,#SPLUSB8E81D,Inflammation and Tissue Repair - Seminar,Fri,14:00,17:00,WC,22,23,6,Sem1 wk1-Sem1 wk11,11,CB - Seminar Room 4 (FU223),Chancellors Building,*Bioquarter
Deanery of Biomedical Sciences,BIME10036_SS1_SEM1,Inflammation and Tissue Repair,*Seminar,#SPLUSB8E825 002,"Inflammation and Tissue Repair - Seminar (Room 1.05, Institute for Repair and Regeneration)",Thu,14:00,17:00,,22,23,6,"Sem1 wk2-Sem1 wk3, Sem1 wk6",3,0,0,0
Deanery of Biomedical Sciences,BIME10036_SS1_SEM1,Inflammation and Tissue Repair,*Seminar,#SPLUSB8E825 001,Inflammation and Tissue Repair - Seminar,Thu,14:00,17:00,,22,23,6,"Sem1 wk1, Sem1 wk4-Sem1 wk5, Sem1 wk7, Sem1 wk9-Sem1 wk11",7,"CB - Auditorium A, Shirley Hall (GU108)",Chancellors Building,*Bioquarter
Deanery of Biomedical Sciences,BIME10036_SS1_SEM1,Inflammation and Tissue Repair,*Seminar,#SPLUSB8E825 003,Inflammation and Tissue Repair - Seminar,Thu,14:00,17:00,,22,23,6,Sem1 wk8,1,CB - Auditorium B (GU216),Chancellors Building,*Bioquarter
School of Health in Social Science,NUST11092_SV1_SEM1,"Designing Research in Nursing, Health and Social Care",*Tutorial,#SPLUSFD80BE 001,"Designing Research in Nursing, Health and Social Care - Tutorial/01",Mon,16:00,17:00,,15,15,2,"Sem1 wk2-Sem1 wk4, Sem1 wk6-Sem1 wk10",8,24BP_1.03,24 Buccleuch Place,*George Square/Buccleuch
Deanery of Biomedical Sciences,BIME10073_SV1_SEM1,Human Genetics and Molecular Medicine,*Lecture,#SPLUSB8E872,"Human Genetics and Molecular Medicine - Lecture (LT, Institute of Genetics & Cancer, Western General Hospital)",Fri,9:30,12:00,WC,25,10,5,"Sem1 wk1-Sem1 wk8, Sem1 wk10",9,0,0,0
Deanery of Biomedical Sciences,BIME10073_SV1_SEM1,Human Genetics and Molecular Medicine,*Lecture,#SPLUSB8E876,"Human Genetics and Molecular Medicine - Lecture (LT, Institute of Genetics & Cancer, Western General Hospital)",Thu,9:30,12:00,WC,25,10,5,"Sem1 wk1-Sem1 wk2, Sem1 wk4, Sem1 wk6-Sem1 wk8, Sem1 wk10",7,0,0,0
Deanery of Biomedical Sciences,BIME10073_SV1_SEM1,Human Genetics and Molecular Medicine,*Seminar,#SPLUSB8E878,"Human Genetics and Molecular Medicine - Student Presentation (LT, Institute of Genetics & Cancer, Western General Hospital)",Fri,9:30,12:00,WC,25,10,5,Sem1 wk9,1,0,0,0
Deanery of Biomedical Sciences,BIME10073_SV1_SEM1,Human Genetics and Molecular Medicine,*Seminar,#SPLUSB8E883,"Human Genetics and Molecular Medicine - Student Presentation (LT, Institute of Genetics & Cancer, Western General Hospital)",Thu,9:30,12:00,WC,25,10,5,Sem1 wk9,1,0,0,0
Deanery of Biomedical Sciences,BIME10063_SS1_SEM1,Medical Anthropology,*Seminar,#SPLUSB8E8BA,Medical Anthropology - Seminar,Thu,14:00,16:00,WC,25,21,4,Sem1 wk1-Sem1 wk11,11,MST_Teaching Room 12 (01M.469) - Doorway 3,"Medical School, Teviot",*Central
Deanery of Biomedical Sciences,BIME10063_SS1_SEM1,Medical Anthropology,*Seminar,#SPLUSB8E8BE,Medical Anthropology - Seminar,Fri,14:00,16:00,WC,25,21,4,Sem1 wk1-Sem1 wk11,11,MST_Teaching Room 12 (01M.469) - Doorway 3,"Medical School, Teviot",*Central
Deanery of Biomedical Sciences,MSBM08002_SS1_SEM1,Medical Sciences 1.,*Lecture,#SPLUSB8E937 002,Medical Sciences 1 - Lecture <19>,Tue,9:00,11:00,,40,34,4,Sem1 wk11,1,MST_Teaching Room 09 (1.416) - Doorway 3,"Medical School, Teviot",*Central
Deanery of Biomedical Sciences,MSBM08002_SS1_SEM1,Medical Sciences 1.,*Lecture,#SPLUSB8E937 001,Medical Sciences 1 - Lecture <09-18>,Tue,9:00,10:00,,40,34,2,Sem1 wk1-Sem1 wk10,10,MST_Teaching Room 09 (1.416) - Doorway 3,"Medical School, Teviot",*Central
Deanery of Biomedical Sciences,MSBM08002_SS1_SEM1,Medical Sciences 1.,*Lecture,#SPLUSB8E93B,Medical Sciences 1 - Lecture,Thu,9:00,10:00,WC,40,34,2,Sem1 wk1-Sem1 wk11,11,MST_Teaching Room 12 (01M.469) - Doorway 3,"Medical School, Teviot",*Central
Deanery of Biomedical Sciences,MSBM08002_SS1_SEM1,Medical Sciences 1.,*Lecture,#SPLUSB8E941,Medical Sciences 1 - Lecture,Wed,12:00,13:00,WC,40,34,2,"Sem1 wk1-Sem1 wk2, Sem1 wk4, Sem1 wk8-Sem1 wk10",6,MST_G.16 Seminar Room - Doorway 4,"Medical School, Teviot",*Central
Deanery of Biomedical Sciences,MSBM08002_SS1_SEM1,Medical Sciences 1.,Oral Presentation,#SPLUSB8E944,Medical Sciences 1 - Poster Presentation Session,Tue,9:00,12:00,WC,40,34,6,Sem1 wk8,1,FH_3.D02,Forresthill,*Central
Deanery of Biomedical Sciences,MSBM10011_SS1_YR,Medical Sciences 4,*Lecture,#SPLUSB8E94A 003,Medical Sciences 4 - Lecture,Wed,9:30,11:00,,45,41,3,Sem1 wk11,1,MST_Teaching Room 13 (01M.473) - Doorway 3,"Medical School, Teviot",*Central
